Event Name,Time,Distinct ID,City,Country,Operating System,Session Length
App Session,1676735603.11,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,73.8
App Session,1677232495.204,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,73.6
App Session,1677378925.533,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,73.2
App Session,1677118806.513,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,73.2
App Session,1677244842.209,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,72.9
App Session,1677191719.403,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,72
App Session,1677404923.952,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,71.5
App Session,1677133609.754,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,70.7
App Session,1677148988.528,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,68.5
App Session,1676811668.3,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,68.3
App Session,1676815400.043,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,68.2
App Session,1676951370.565,63f33e134bb1fe648be041ab::02080c00-fd42-42f2-a9e7-8ac36198db6e,Delhi,IN,Android,65.5
App Session,1676806383.372,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Karnal,IN,Android,64.1
App Session,1677165549.901,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,63.4
App Session,1676885262.599,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,62.6
App Session,1677089226.911,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,62.5
App Session,1677137636.887,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,61.6
App Session,1677209642.529,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,61.1
App Session,1676501721.865,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,60.9
App Session,1677132309.714,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Badarkha,IN,Android,59.1
App Session,1677031047.854,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Hisar,IN,Android,57.1
App Session,1677212180.832,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,56.4
App Session,1677084143.913,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,56
App Session,1677270575.824,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,55.7
App Session,1677334185.875,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,53.6
App Session,1676737743.3,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,53.4
App Session,1676822033.98,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,52.7
App Session,1676773772.619,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,52.3
App Session,1676546518.565,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,51.6
App Session,1677257695.818,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,51.3
App Session,1676824177.366,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,51.2
App Session,1677074139.554,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,51.1
App Session,1676860460.707,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,50.8
App Session,1676907005.475,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,49.9
App Session,1676737442.4,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,49.9
App Session,1676806289.77,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Karnal,IN,Android,49.3
App Session,1677087506.881,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,48.1
App Session,1677155898.368,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,47.6
App Session,1676729273.382,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,47.3
App Session,1676823838.168,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,47
App Session,1676597185.741,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,46.9
App Session,1676869277.815,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,45.7
App Session,1676951644.016,63f33e134bb1fe648be041ab::02080c00-fd42-42f2-a9e7-8ac36198db6e,Delhi,IN,Android,45.5
App Session,1677074562.77,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,44.9
App Session,1676817540.946,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,44
App Session,1676817463.226,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,43.9
App Session,1677216102.871,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,43.8
App Session,1677125885.268,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,43.3
App Session,1677084358.836,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,42.7
App Session,1676729861.441,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,42.4
App Session,1676726551.468,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,42.3
App Session,1677160804.724,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,41.7
App Session,1676818215.456,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,40.7
App Session,1677331716.469,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,40.5
App Session,1677074449.516,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,40.1
App Session,1676729221.118,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,37.9
App Session,1677273865.248,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,34.9
App Session,1676817748.053,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,34.8
App Session,1677165585.003,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,34.6
App Session,1677164640.938,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,34.5
App Session,1676817807.876,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,33.7
App Session,1676739339.78,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,33.5
App Session,1677314637.394,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,33.3
App Session,1677316728.425,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,33.2
App Session,1677244297.913,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,33.2
App Session,1676951302.918,63f33e134bb1fe648be041ab::02080c00-fd42-42f2-a9e7-8ac36198db6e,Delhi,IN,Android,33.1
App Session,1677249342.17,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,32.8
App Session,1676806231.608,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Karnal,IN,Android,32.5
App Session,1676799246.902,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,32.3
App Session,1677272842.745,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,31.8
App Session,1677244942.676,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,31.6
App Session,1677244900.094,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,30.9
App Session,1677074196.873,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,30.8
App Session,1677073845.304,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,30.8
App Session,1676951545.559,63f33e134bb1fe648be041ab::02080c00-fd42-42f2-a9e7-8ac36198db6e,Delhi,IN,Android,30.6
App Session,1677257642.739,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,30.5
App Session,1677250243.426,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,29.8
App Session,1677141325.395,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,29.7
App Session,1676886355.835,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,29.6
App Session,1677472932.574,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,29.4
App Session,1676731565.515,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,29.2
App Session,1677378987.102,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,28.9
App Session,1676951684.059,63f33e134bb1fe648be041ab::02080c00-fd42-42f2-a9e7-8ac36198db6e,Delhi,IN,Android,28.9
App Session,1677133850.439,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,28.5
App Session,1676860407.888,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,28.1
App Session,1677478222.067,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,27.9
App Session,1676817992.602,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,27.9
App Session,1676967317.598,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,27.4
App Session,1676799206.821,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,27.2
App Session,1677132920.684,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,26.7
App Session,1677120602.812,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,26.7
App Session,1676732304.096,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,26.5
App Session,1677144151.979,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,26.4
App Session,1676818439.528,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,26.2
App Session,1676783096.254,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,26.1
App Session,1677137305.319,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,25.6
App Session,1677156742.319,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,24.8
App Session,1677126008.962,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,24.7
App Session,1677165632.058,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,24.4
App Session,1676997658.741,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Hisar,IN,Android,24.3
App Session,1676732343.679,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,23.7
App Session,1676814231.435,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,23.5
App Session,1677031091.501,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,23.1
App Session,1677249224.22,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,22.8
App Session,1677378948.291,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,22.6
App Session,1677073875.939,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,22.5
App Session,1677125585.02,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,22.4
App Session,1676802898.109,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,22.4
App Session,1677311847.985,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,22.1
App Session,1676482005.218,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,22.1
App Session,1677225307.816,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,21.8
App Session,1677090060.3,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,21.3
App Session,1676817404.035,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,21.3
App Session,1676817773.491,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,21.1
App Session,1677128240.784,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,20.8
App Session,1677118849.485,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,20.8
App Session,1676815875.142,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,20.6
App Session,1677151365.971,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,20.3
App Session,1676995259.52,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,20.3
App Session,1677084386.179,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,20.2
App Session,1677426620.023,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,19.9
App Session,1677319411.125,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,19.8
App Session,1677165805.783,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,19.7
App Session,1676811945.294,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,18.8
App Session,1676459758.117,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,18.5
App Session,1677244252.061,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,18.4
App Session,1676885598.795,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,17.2
App Session,1677141373.456,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,17
App Session,1676790851.656,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,16.2
App Session,1676830106.411,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,16
App Session,1677084314.652,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,15.8
App Session,1677322541.038,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,15.7
App Session,1676728319.205,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,15.1
App Session,1676502006.231,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,14.8
App Session,1677125907.335,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,14.6
App Session,1677071824.365,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,14.3
App Session,1676728763.478,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,14.1
App Session,1677160820.956,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,13.9
App Session,1677342630.257,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,13.7
App Session,1677159198.62,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,13.6
App Session,1676730440.013,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,13.6
App Session,1676728748.131,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,13.4
App Session,1677454968.88,63f5fbea4bb1fe648be04254::d2dfc7d3-499b-445d-a442-71df32df1681,Delhi,IN,Android,12.9
App Session,1676794984.503,63ecbb4281407145daabec2a::a0559d87-bf51-46e4-b05f-73206c3d34e2,Delhi,IN,Android,12.3
App Session,1676793206.466,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,12.3
App Session,1677232509.13,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,11.9
App Session,1676790889.738,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Gurgaon,IN,Android,11.4
App Session,1677225760.5,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,10.6
App Session,1677085212.746,63f0c7454bb1fe648be04128::e18cb3cc-56b3-41c8-a0a2-d04c29217606,Delhi,IN,Android,10.5
App Session,1677165744.052,63f75c1b0cef5dc71dec5f5a::9607ae12-7748-4e95-a028-d89832bb7413,Delhi,IN,Android,10.4
