Event Name,Time,Distinct ID,City,Country,Operating System,UID
CarHealthMain,1674116238.04,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
BatteryVoltage,1674116238.04,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CoolantTemperature,1674116238.04,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674116238.039,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674116238.039,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674115552.096,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674115419.915,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
LoginOTP,1674115361.695,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
EnterRegisteredMobileNumber,1674115351.985,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
DeviceSetupCredentials,1674115346.69,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
RegistrationBasicInfo,1674115313.295,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Splash,1674115305.843,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674115021.143,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQCategories,1674115021.143,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQList,1674114884.562,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQCategories,1674114884.562,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
HelpSection,1674114884.561,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQList,1674114884.561,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQList,1674114884.561,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQCategories,1674114884.562,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQList,1674114884.562,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQCategories,1674114884.561,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
FAQCategories,1674114884.561,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
Profile,1674114703.683,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
HelpSection,1674114703.682,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
Profile,1674114642.727,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
Dashboard,1674114640.79,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
EnterRegisteredMobileNumber,1674114640.787,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
LoginOTP,1674114640.787,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
Splash,1674114640.786,6374de4454246f10ad1c3280::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,6374de4454246f10ad1c3280
Profile,1674113629.664,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Profile,1674113557.77,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113550.452,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113550.452,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Profile,1674113550.452,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113550.452,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CoolantTemperature,1674113550.451,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113497.918,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113497.918,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113497.918,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113497.918,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113466.653,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113466.653,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113466.652,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113466.651,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113466.651,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113466.651,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113466.65,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113448.314,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113448.314,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113448.314,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113448.314,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113448.313,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113448.313,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113448.313,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113448.313,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113448.312,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113448.312,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113436.192,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113436.192,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113436.192,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113436.191,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113436.191,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113436.191,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113428.76,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113428.76,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113428.759,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletViewExpense,1674113428.759,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletExpenseTrip,1674113428.759,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113428.759,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113428.759,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113428.758,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113361.868,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113361.868,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletViewExpense,1674113361.867,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletExpenseTrip,1674113361.867,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletExpenseTrip,1674113361.867,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
WalletViewExpense,1674113335.321,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113335.321,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113335.32,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113335.32,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113257.898,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113210.495,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113205.382,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113205.382,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113205.382,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113176.303,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113176.302,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113176.302,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113176.302,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113176.302,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113176.301,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113176.301,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113176.301,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674113176.301,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113134.497,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113134.497,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113134.496,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113134.496,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674113134.495,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsMonthly,1674113134.495,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113134.495,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113134.495,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113134.494,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113093.907,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113093.907,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113093.906,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113093.906,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113093.905,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Profile,1674113093.905,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113093.905,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113093.904,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113093.904,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113093.904,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.637,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.636,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.635,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.634,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.633,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.637,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.636,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.635,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.634,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.633,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113086.633,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113086.632,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674113055.924,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113055.923,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113055.923,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113055.922,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674113055.921,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674113055.92,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsMonthly,1674113055.92,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674113055.92,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674112986.465,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112986.465,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112986.465,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112986.464,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsMonthly,1674112986.464,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674112986.464,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674112902.013,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsMonthly,1674112902.013,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsWeekly,1674112897.251,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112897.25,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112897.25,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112897.25,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112897.25,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112897.249,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112897.249,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112897.249,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112897.248,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112887.78,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
TripsDaily,1674112887.779,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112887.779,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112887.779,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Wallet,1674112887.779,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112887.778,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112865.763,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112838.172,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112823.645,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674112823.644,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
BatteryVoltage,1674112823.644,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112823.644,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
CarHealthMain,1674112823.644,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112778.651,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Profile,1674112672.59,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674112672.59,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
LoginOTP,1674112672.589,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
NonSpinnyConfirmation,1674112672.588,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
DeviceSetupCredentials,1674112672.588,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
EnterRegisteredMobileNumber,1674112672.588,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
EnterRegisteredMobileNumber,1674112672.588,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
DeviceSetupQR,1674112601.411,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
DeviceSetupCredentials,1674112601.411,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
DeviceSetupQR,1674112601.411,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
RegistrationBasicInfo,1674112601.41,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
DeviceSetupCredentials,1674112601.41,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Splash,1674112601.41,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Splash,1674112562.242,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
RegistrationBasicInfo,1674112562.242,eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,
Dashboard,1674110702.995,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674110702.879,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048687.171,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048626.821,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048578.055,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
WalletDocuments,1674048572.598,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048572.598,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048572.598,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
WalletDocuments,1674048567.908,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048537.213,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048535.975,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048535.419,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048525.539,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048524.934,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048524.509,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048524.206,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048523.996,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048523.944,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048523.434,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048523.392,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048523.177,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048522.98,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048522.794,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048522.726,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048522.119,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048521.952,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048521.885,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048521.577,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048521.3,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048521.247,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048520.782,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048520.111,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048519.879,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048519.825,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048519.456,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048519.278,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048518.888,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048518.67,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048518.263,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048518.888,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048517.86,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048517.399,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048516.837,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048516.8,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048516.394,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048516.112,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048515.818,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048515.689,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048515.409,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048514.809,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048514.675,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048514.376,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048513.818,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048513.456,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048513.004,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048512.726,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Wallet,1674048510.906,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Profile,1674048510.204,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
TripsDaily,1674048508.365,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Dashboard,1674048504.565,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
LoginOTP,1674048438.198,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
EnterRegisteredMobileNumber,1674048433.051,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
NonSpinnyConfirmation,1674048423.909,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
EnterRegisteredMobileNumber,1674048422.69,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
Splash,1674048410.448,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,
