Event Name,Time,Distinct ID,City,Country,Operating System,Duration
Dashboard,1674640302.273,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,7.961999893188477
Dashboard,1674640220.946,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,14.85000014305115
Dashboard,1674640197.443,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,3.141000032424927
Dashboard,1674640028.905,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,11.09899997711182
Dashboard,1674639923.953,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,1.419000148773193
Dashboard,1674639902.025,63d0f9cf16b08dc72b830e3f::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,14.80900001525879
Dashboard,1674639203.391,63d0e9e716b08dc72b80bbb9::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,3.519999980926514
Dashboard,1674636786.758,63d0e9e716b08dc72b80bbb9::80871537-8784-44c3-b26d-c9948f485d6c,New Delhi,IN,Android,32.94799995422363
Dashboard,1674636515.404,63d0e9e716b08dc72b80bbb9::80871537-8784-44c3-b26d-c9948f485d6c,New Delhi,IN,Android,35.80900001525879
Dashboard,1674636468.165,63d0e9e716b08dc72b80bbb9::80871537-8784-44c3-b26d-c9948f485d6c,New Delhi,IN,Android,5.86899995803833
Dashboard,1674633682.615,63cc05c416b08dc72bd8806b::d7bff322-abdd-4452-a92c-1353395739f1,New Delhi,IN,Android,1.104000091552734
Dashboard,1674633673.043,63cc05c416b08dc72bd8806b::d7bff322-abdd-4452-a92c-1353395739f1,New Delhi,IN,Android,28.24500012397766
Dashboard,1674633530.958,63cc05c416b08dc72bd8806b::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Delhi,IN,Android,3.294999837875366
Dashboard,1674563345.182,63cfc1d216b08dc72b589c40::d7bff322-abdd-4452-a92c-1353395739f1,Gurgaon,IN,Android,3.616999864578247
Dashboard,1674561259.315,63cfc1d216b08dc72b589c40::d7bff322-abdd-4452-a92c-1353395739f1,Gurgaon,IN,Android,0.4779999256134033
Dashboard,1674560091.277,63cfc1d216b08dc72b589c40::d7bff322-abdd-4452-a92c-1353395739f1,Gurgaon,IN,Android,29.22000002861023
Dashboard,1674470954.511,63ce5e4a16b08dc72b285b5b::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,0.3659999370574951
Dashboard,1674469000.193,63ce5e4a16b08dc72b285b5b::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,6.449000120162964
Dashboard,1674468975.72,63ce5e4a16b08dc72b285b5b::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,34.81599998474121
Dashboard,1674463929.993,63109ab074f91004a1949a9e::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,3.78600001335144
Dashboard,1674463886.028,63109ab074f91004a1949a9e::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,4.330000162124634
Dashboard,1674463886.027,63109ab074f91004a1949a9e::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,0.5889999866485596
Dashboard,1674463886.026,63109ab074f91004a1949a9e::b6eaca46-e980-4554-bb78-240269c76dcf,New Delhi,IN,Android,4.298999786376953
Dashboard,1674462372.942,63ce43c516b08dc72b249be2::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,4.434000015258789
Dashboard,1674462332.219,63ce43c516b08dc72b249be2::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,1.91700005531311
Dashboard,1674462326.17,63ce43c516b08dc72b249be2::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Gurgaon,IN,Android,7.529999971389771
Dashboard,1674418844.115,63cc05c416b08dc72bd8806b::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Delhi,IN,Android,5.694999933242798
Dashboard,1674418784.539,63cc05c416b08dc72bd8806b::eb11cc49-791b-4b82-b522-d4cccdc0abe3,Delhi,IN,Android,3.610999822616577
Dashboard,1674306553.281,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,17.01399993896484
Dashboard,1674306436.854,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,9.65500020980835
Dashboard,1674298505.378,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,1.529000043869019
Dashboard,1674296959.314,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,0.4219999313354492
Dashboard,1674296958.823,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,0.04600000381469727
Dashboard,1674296853.503,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,31.15899991989136
Dashboard,1674294152.899,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,8.529000043869019
Dashboard,1674294136.383,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,47.60499978065491
Dashboard,1674285676.741,63ca75c716b08dc72ba182ae::80871537-8784-44c3-b26d-c9948f485d6c,Gurgaon,IN,Android,0.7419998645782471
Dashboard,1674285659.916,63ca75c716b08dc72ba182ae::80871537-8784-44c3-b26d-c9948f485d6c,Gurgaon,IN,Android,2.423999786376953
Dashboard,1674285648.771,63ca75c716b08dc72ba182ae::80871537-8784-44c3-b26d-c9948f485d6c,Gurgaon,IN,Android,15.375
Dashboard,1674285632.261,63ca75c716b08dc72ba182ae::80871537-8784-44c3-b26d-c9948f485d6c,Gurgaon,IN,Android,11.75099992752075
Dashboard,1674285614.66,63ca75c716b08dc72ba182ae::80871537-8784-44c3-b26d-c9948f485d6c,Gurgaon,IN,Android,22.78200006484985
Dashboard,1674284040.575,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,5.578999996185303
Dashboard,1674283822.76,63ca75c716b08dc72ba182ae::0fdf3cd8-982f-4e52-9ad7-49f28cc35548,Gurgaon,IN,Android,35.39499998092651
Dashboard,1674241875.383,63ca75c716b08dc72ba182ae::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Gurgaon,IN,Android,5.527999877929688
Dashboard,1674241693.118,63ca75c716b08dc72ba182ae::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Gurgaon,IN,Android,71.40899991989136
Dashboard,1674241608.531,63ca75c716b08dc72ba182ae::529e620b-4ccd-4945-a2a1-6e15b7f6c2ee,Gurgaon,IN,Android,14.19400000572205
Dashboard,1674198576.034,679f3d8a-631b-489f-949c-c4df7c29fe79,Gurgaon,IN,Android,2.845999956130981
